"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2025-04-29 a las 17:50:55 (tiempo del centro de Mexico)."
"Sismicidad del 1965-09-01 al 2023-12-31, mag. 5.5 a 9.9, todas las profundidades, lat. 15.13 a 32.26, long. -118.0 a -85.0."
"Total: 375 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2023-04-03,20:11:59,5.5,15.9868,-97.0653,33.7,"14 km al NORTE de PUERTO ESCONDIDO, OAX",2023-04-04,02:11:59,revisado
2023-06-18,14:30:22,6.4,23.2087,-108.512,5.0,"123 km al ESTE de SAN JOSE DEL CABO, BCS",2023-06-18,20:30:22,revisado
2023-07-18,04:13:48,5.6,18.043,-105.817,15.0,"187 km al SUROESTE de CIHUATLAN, JAL",2023-07-18,10:13:48,revisado
2023-08-09,03:33:27,5.8,16.0873,-93.7827,103.1,"3 km al OESTE de TONALA, CHIS",2023-08-09,09:33:27,revisado
2023-09-08,09:53:20,5.7,19.2232,-105.19,2.6,"66 km al OESTE de CIHUATLAN, JAL",2023-09-08,15:53:20,revisado
2023-09-08,10:37:13,5.8,19.266,-105.156,5.0,"62 km al OESTE de CIHUATLAN, JAL",2023-09-08,16:37:13,revisado
2023-10-06,23:06:57,6.0,17.0463,-95.0868,110.5,"20 km al NORTE de MATIAS ROMERO, OAX",2023-10-07,05:06:57,revisado
2023-12-07,14:03:40,5.7,18.285,-98.753,49.1,"16 km al OESTE de CHIAUTLA DE TAPIA, PUE",2023-12-07,20:03:40,revisado
"Fecha y hora local en tiempo del centro de Mexico. Coordenadas geograficas (latitud y longitud) del epicentro en grados decimales. Profundidad en kilometros."
"La localizacion es solo una referencia a una localidad importante en cuanto a numero de habitantes y cercana al epicentro."
"Los registros con estatus verificado son los calculados y publicados de manera oportuna por al menos un analista de sismogramas."
"Los registros obtienen estatus revisado cuando se realiza un analisis, de ser posible, con mas y mejores datos para el calculo de parametros y cuyo tiempo de publicacion es variable."
"Esta informacion puede ser reproducida con fines no lucrativos siempre y cuando se mencione como fuente al Servicio Sismologico Nacional. De otra forma, requiere permiso previo por escrito de la institucion."
"Consulta nuestro Aviso Legal y Terminos de Uso en: www.ssn.unam.mx/aviso-legal"
"www.ssn.unam.mx | contacto@sismologico.unam.mx | 5622 2222 ext. 38706 (reportes de sismicidad), 38700 y 38701 (area administrativa)."
